Device,Mode,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:01:59
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:00
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:01
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:02
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:03
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:05
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:06
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:07
Thermostat,Normal,5.04,0.149,1.494,7.5318,2024-11-03 21:02:08
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:09
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:10
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:11
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:12
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:13
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:14
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:16
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:17
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:18
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:19
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:20
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:21
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:22
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:23
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:24
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:25
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:27
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:28
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:29
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:30
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:31
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:32
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:33
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:34
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:35
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:02:36
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:38
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:39
Thermostat,Normal,5.048,0.145,1.45,7.3176,2024-11-03 21:02:40
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:41
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:42
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:43
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:44
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:45
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:46
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:47
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:49
Thermostat,Normal,5.04,0.149,1.491,7.5156,2024-11-03 21:02:50
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:51
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:52
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:53
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:54
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:55
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:02:56
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:57
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:02:58
Thermostat,Normal,5.048,0.091,0.912,4.6038,2024-11-03 21:03:00
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:01
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:02
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:03
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:04
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:05
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:06
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:07
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:08
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:09
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:11
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:12
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:13
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:14
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:15
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:03:16
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:17
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:18
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:19
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:20
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:22
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:23
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:24
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:25
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:26
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:27
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:28
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:29
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:30
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:31
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:33
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:34
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:35
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:36
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:37
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:38
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:39
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:40
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:41
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:42
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:44
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:45
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:46
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:47
Thermostat,Normal,5.04,0.09,0.899,4.532,2024-11-03 21:03:48
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:49
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:50
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:03:51
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:52
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:53
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:55
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:56
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:57
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:58
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:03:59
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:04:00
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:01
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:02
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:03
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:04
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:06
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:04:07
Thermostat,Normal,5.048,0.09,0.896,4.523,2024-11-03 21:04:08
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:09
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:10
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:11
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:12
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:04:13
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:14
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:15
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:17
Thermostat,Normal,5.04,0.09,0.896,4.5158,2024-11-03 21:04:18
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:19
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:20
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:21
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:22
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:23
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:04:24
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:25
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:26
Thermostat,Normal,5.04,0.09,0.899,4.532,2024-11-03 21:04:28
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:29
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:30
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:31
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:32
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:33
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:34
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:35
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:36
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:04:37
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:39
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:40
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:04:41
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:04:42
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:43
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:44
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:04:45
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:46
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:47
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:48
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:50
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:51
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:52
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:53
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:54
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:04:55
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:56
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:04:57
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:58
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:04:59
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:05:01
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:02
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:03
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:04
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:05
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:06
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:07
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:08
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:09
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:10
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:05:12
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:13
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:14
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:15
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:16
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:17
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:05:18
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:19
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:20
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:21
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:23
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:24
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:25
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:26
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:27
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:28
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:29
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:30
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:31
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:32
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:34
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:35
Thermostat,Normal,5.056,0.09,0.896,4.5302,2024-11-03 21:05:36
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:37
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:38
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:39
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:40
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:41
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:05:42
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:05:43
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:33
Thermostat,Normal,5.048,0.148,1.475,7.4468,2024-11-03 21:23:34
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:35
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:36
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:37
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:38
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:39
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:40
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:23:41
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:42
Thermostat,Normal,5.04,0.149,1.488,7.4995,2024-11-03 21:23:44
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:45
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:46
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:47
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:48
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:49
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:23:50
Thermostat,Normal,5.072,0.089,0.89,4.5121,2024-11-03 21:23:51
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:52
Thermostat,Normal,5.04,0.092,0.922,4.6449,2024-11-03 21:23:53
Thermostat,Normal,5.072,0.089,0.89,4.5121,2024-11-03 21:23:55
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:56
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:57
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:58
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:23:59
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:00
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:01
Thermostat,Normal,5.04,0.281,2.813,14.1765,2024-11-03 21:24:02
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:03
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:04
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:06
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:07
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:08
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:09
Thermostat,Normal,5.04,0.15,1.498,7.5479,2024-11-03 21:24:10
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:11
Thermostat,Normal,5.032,0.162,1.619,8.1478,2024-11-03 21:24:12
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:13
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:14
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:15
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:17
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:18
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:19
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:20
Thermostat,Normal,5.04,0.147,1.472,7.4189,2024-11-03 21:24:21
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:22
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:24:23
Thermostat,Normal,5.088,0.058,0.576,2.9307,2024-11-03 21:24:24
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:24:25
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:26
Thermostat,Normal,5.072,0.091,0.912,4.6257,2024-11-03 21:24:28
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:29
Thermostat,Normal,5.04,0.149,1.491,7.5156,2024-11-03 21:24:30
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:31
Thermostat,Normal,5.04,0.149,1.488,7.4995,2024-11-03 21:24:32
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:24:33
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:34
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:35
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:24:36
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:37
Thermostat,Normal,5.064,0.15,1.498,7.5838,2024-11-03 21:24:39
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:40
Thermostat,Normal,5.04,0.149,1.494,7.5318,2024-11-03 21:24:41
Thermostat,Normal,5.072,0.089,0.89,4.5121,2024-11-03 21:24:42
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:43
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:44
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:24:45
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:46
Thermostat,Normal,5.072,0.091,0.906,4.5932,2024-11-03 21:24:47
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:48
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:50
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:24:51
Thermostat,Normal,5.072,0.093,0.934,4.7393,2024-11-03 21:24:52
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:53
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:54
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:55
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:56
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:57
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:24:58
Thermostat,Normal,5.04,0.15,1.501,7.564,2024-11-03 21:24:59
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:25:01
Thermostat,Normal,5.04,0.148,1.475,7.435,2024-11-03 21:25:02
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:03
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:04
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:25:05
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:06
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:25:07
Thermostat,Normal,5.048,0.149,1.488,7.5114,2024-11-03 21:25:08
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:09
Thermostat,Normal,5.04,0.161,1.606,8.0963,2024-11-03 21:25:10
Thermostat,Normal,5.04,0.148,1.485,7.4834,2024-11-03 21:25:12
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:13
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:14
Thermostat,Normal,5.072,0.09,0.902,4.577,2024-11-03 21:25:15
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:16
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:17
Thermostat,Normal,5.072,0.089,0.89,4.5121,2024-11-03 21:25:18
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:19
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:20
Thermostat,Normal,5.048,0.09,0.899,4.5392,2024-11-03 21:25:21
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:23
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:24
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:25
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:26
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:27
Thermostat,Normal,5.04,0.151,1.51,7.6124,2024-11-03 21:25:28
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:29
Thermostat,Normal,5.032,0.161,1.613,8.1156,2024-11-03 21:25:30
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:31
Thermostat,Normal,5.072,0.089,0.893,4.5283,2024-11-03 21:25:32
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:32:47
Thermostat,Normal,5.04,0.133,1.328,6.6931,2024-11-03 21:32:48
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:49
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:50
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:51
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:52
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:53
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:54
Thermostat,Normal,5.072,0.09,0.899,4.5607,2024-11-03 21:32:55
Thermostat,Normal,5.072,0.09,0.896,4.5445,2024-11-03 21:32:56
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:02:53
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:02:54
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:02:55
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:02:56
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:02:57
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:06:44
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:06:45
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:06:46
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:06:47
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:06:48
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:28
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:29
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:30
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:31
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:32
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:57
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:58
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:07:59
Thermostat,Normal,5.080,0.096,0.957,4.8605,2024-11-23 19:08:00
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:01
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:02
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:03
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:04
Thermostat,Normal,5.080,0.096,0.960,4.8768,2024-11-23 19:08:05
