Device,Mode,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:32:54
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:32:55
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:32:56
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:32:57
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:32:58
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:32:59
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:00
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:02
Smoke Detector,Normal,5.016,0.13,1.296,6.5007,2024-11-09 22:33:03
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:04
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:05
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:06
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:33:07
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:08
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:09
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:10
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:11
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:13
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:14
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:15
Smoke Detector,Normal,5.048,0.128,1.277,6.4453,2024-11-09 22:33:16
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:33:17
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:18
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:33:19
Smoke Detector,Normal,5.04,0.127,1.267,6.3867,2024-11-09 22:33:20
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:21
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:22
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:24
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:25
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:26
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:27
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:28
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:30
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:33:31
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:32
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:33
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:34
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:36
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:37
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:38
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:39
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:40
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:33:41
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:42
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:33:43
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:44
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:45
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:47
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:33:48
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:33:49
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:50
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:51
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:52
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:53
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:54
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:33:55
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:33:56
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:33:58
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:33:59
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:00
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:34:01
Smoke Detector,Normal,5.048,0.156,1.562,7.883,2024-11-09 22:34:02
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:34:03
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:34:04
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:05
Smoke Detector,Normal,5.04,0.127,1.27,6.4028,2024-11-09 22:34:06
Smoke Detector,Normal,5.048,0.129,1.286,6.4937,2024-11-09 22:34:07
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:09
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:34:10
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:34:11
Smoke Detector,Normal,5.008,0.183,1.827,9.1506,2024-11-09 22:34:12
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:13
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:14
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:15
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:34:16
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:17
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:18
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:20
Smoke Detector,Normal,5.048,0.127,1.274,6.4291,2024-11-09 22:34:21
Smoke Detector,Normal,5.008,0.186,1.859,9.3109,2024-11-09 22:34:22
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:23
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:34:24
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:25
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:26
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:27
Smoke Detector,Normal,5.048,0.127,1.267,6.3968,2024-11-09 22:34:28
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:29
Smoke Detector,Normal,5.048,0.127,1.27,6.413,2024-11-09 22:34:31
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:34:55
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:34:56
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:34:57
Smoke Detector,Normal,5.04,0.125,1.254,6.3222,2024-11-09 22:34:58
Smoke Detector,Normal,5.04,0.125,1.254,6.3222,2024-11-09 22:34:59
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:00
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:01
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:02
Smoke Detector,Normal,5.04,0.127,1.274,6.4189,2024-11-09 22:35:03
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:04
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:06
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:07
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:08
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:09
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:10
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:11
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:12
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:13
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:14
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:15
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:17
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:18
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:19
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:20
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:21
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:22
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:23
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:24
Smoke Detector,Normal,5.016,0.181,1.808,9.0689,2024-11-09 22:35:25
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:26
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:28
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:29
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:30
Smoke Detector,Normal,5.048,0.126,1.261,6.3645,2024-11-09 22:35:31
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:32
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:33
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:34
Smoke Detector,Normal,5.008,0.185,1.846,9.2468,2024-11-09 22:35:35
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:36
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:37
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:39
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:40
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:41
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:42
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:43
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:44
Smoke Detector,Normal,5.008,0.133,1.334,6.6827,2024-11-09 22:35:45
Smoke Detector,Normal,5.048,0.126,1.261,6.3645,2024-11-09 22:35:46
Smoke Detector,Normal,5.048,0.126,1.261,6.3645,2024-11-09 22:35:47
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:35:48
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:50
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:51
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:52
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:53
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:54
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:55
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:56
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:57
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:35:58
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:35:59
Smoke Detector,Normal,5.04,0.125,1.254,6.3222,2024-11-09 22:36:01
Smoke Detector,Normal,5.04,0.126,1.261,6.3544,2024-11-09 22:36:02
Smoke Detector,Normal,5.048,0.126,1.261,6.3645,2024-11-09 22:36:03
Smoke Detector,Normal,5.008,0.185,1.853,9.2788,2024-11-09 22:36:04
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:05
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:06
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:07
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:08
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:09
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:10
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:12
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:13
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:14
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:15
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:16
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:17
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:18
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:19
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:20
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:21
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:23
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:24
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:25
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:26
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:27
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:28
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:29
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:30
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:31
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:32
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:34
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:35
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:36
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:37
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:38
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:39
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:40
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:41
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:42
Smoke Detector,Normal,5.048,0.147,1.472,7.4307,2024-11-09 22:36:43
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:45
Smoke Detector,Normal,5.04,0.126,1.258,6.3383,2024-11-09 22:36:46
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:47
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:48
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:49
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:50
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:51
Smoke Detector,Normal,5.048,0.126,1.258,6.3484,2024-11-09 22:36:52
Smoke Detector,Normal,5.008,0.184,1.84,9.2147,2024-11-09 22:36:53
Smoke Detector,Normal,5.048,0.125,1.254,6.3322,2024-11-09 22:36:54
Smoke Detector,Connecting,5.0,0.185,1.853,9.264,2024-11-09 22:37:18
Smoke Detector,Connecting,5.008,0.186,1.862,9.3269,2024-11-09 22:37:19
Smoke Detector,Connecting,5.008,0.184,1.843,9.2307,2024-11-09 22:37:20
Smoke Detector,Connecting,5.008,0.187,1.866,9.3429,2024-11-09 22:37:21
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:22
Smoke Detector,Connecting,5.008,0.187,1.866,9.3429,2024-11-09 22:37:23
Smoke Detector,Connecting,5.008,0.186,1.862,9.3269,2024-11-09 22:37:24
Smoke Detector,Connecting,5.008,0.186,1.862,9.3269,2024-11-09 22:37:25
Smoke Detector,Connecting,5.008,0.186,1.859,9.3109,2024-11-09 22:37:26
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:27
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:29
Smoke Detector,Connecting,5.008,0.186,1.859,9.3109,2024-11-09 22:37:30
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:31
Smoke Detector,Connecting,5.008,0.187,1.866,9.3429,2024-11-09 22:37:32
Smoke Detector,Connecting,5.008,0.187,1.872,9.375,2024-11-09 22:37:33
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:34
Smoke Detector,Connecting,5.008,0.183,1.834,9.1827,2024-11-09 22:37:35
Smoke Detector,Connecting,5.008,0.186,1.859,9.3109,2024-11-09 22:37:36
Smoke Detector,Connecting,5.008,0.187,1.866,9.3429,2024-11-09 22:37:37
Smoke Detector,Connecting,5.008,0.184,1.843,9.2307,2024-11-09 22:37:38
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:40
Smoke Detector,Connecting,5.008,0.186,1.856,9.2948,2024-11-09 22:37:41
Smoke Detector,Connecting,5.008,0.185,1.853,9.2788,2024-11-09 22:37:42
Smoke Detector,Connecting,5.008,0.186,1.862,9.3269,2024-11-09 22:37:43
Smoke Detector,Connecting,4.992,0.19,1.904,9.5048,2024-11-09 22:37:44
Smoke Detector,Connecting,5.008,0.185,1.85,9.2628,2024-11-09 22:37:45
Smoke Detector,Connecting,5.008,0.186,1.859,9.3109,2024-11-09 22:37:46
Smoke Detector,Connecting,5.008,0.186,1.862,9.3269,2024-11-09 22:37:47
